Sample	Kingdom	Phylum	Class_taxa	Order_taxa	Family	Genus	Relative_abundance
202_v1	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	2.25938e-4
202_v1	Archaea	Euryarchaeota	Thermoplasmata	E2	Methanomassiliicoccaceae	NA	0
202_v1	Bacteria	Acidobacteria	Chloracidobacteria	RB41	NA	NA	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	2.25938e-4
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	9.03751e-4
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	4.51875e-4
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	NA	2.25938e-4
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Other	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	NA	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Other	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	0
202_v1	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	0.066651604
202_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	0.009715319
202_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	0.002937189
202_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	0
202_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	0.043605964999999997
202_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	0
202_v1	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	2.25938e-4
202_v1	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	0
202_v1	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	0
202_v1	Bacteria	Bacteroidetes	NA	NA	NA	NA	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Other	Other	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.12516945300000001
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0.009715319
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	0.001581563
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Other	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	0.001807501
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	AF12	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	NA	6.77813e-4
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	4.51875e-4
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	4.51875e-4
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	NA	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Paraprevotella	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	0
202_v1	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	0
202_v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Other	0
202_v1	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	NA	0
202_v1	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0
202_v1	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0
202_v1	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	0
202_v1	Bacteria	Cyanobacteria	Chloroplast	Streptophyta	NA	NA	0
202_v1	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	NA	0
202_v1	Bacteria	Elusimicrobia	Elusimicrobia	Elusimicrobiales	Elusimicrobiaceae	Elusimicrobium	0
202_v1	Bacteria	Firmicutes	Other	Other	Other	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Other	Other	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Other	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	NA	NA	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	NA	2.25938e-4
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Anoxybacillus	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	NA	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Jeotgalicoccus	0
202_v1	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	0.001581563
202_v1	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	NA	4.51875e-4
202_v1	Bacteria	Firmicutes	Bacilli	Gemellales	Gemellaceae	Gemella	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Other	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Other	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	NA	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Vagococcus	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	NA	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	2.25938e-4
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	NA	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	0
202_v1	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	0.014911884
202_v1	Bacteria	Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	0.010167194
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Other	Other	0.019430637
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	NA	NA	0.012878446
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Other	0.00768188
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	NA	0.014911884
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Caloramator	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	6.77813e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	SMB53	2.25938e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Sarcina	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Dehalobacteriaceae	Dehalobacterium	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	EtOH8	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Anaerofustis	4.51875e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Pseudoramibacter_Eubacterium	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Gracilibacteraceae	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Other	0.00858563
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	NA	0.323316765
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	0.003389065
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	0.157478536
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	0.030727519
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	0.013782196
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnobacterium	2.25938e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	0.00858563
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Pseudobutyrivibrio	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	0.001355626
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	0.003389065
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Desulfitobacter	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Peptococcus	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Other	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	4.51875e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Other	2.25938e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	NA	0.024853141
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Anaerotruncus	2.25938e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	6.77813e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	0.007230005
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	0.024401265
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	NA	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Anaerovibrio	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	0.00858563
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megamonas	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Megasphaera	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Mitsuokella	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Phascolarctobacterium	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Succiniclasticum	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	4.51875e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	NA	9.03751e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	Mogibacterium	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Anaerococcus	2.25938e-4
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Finegoldia	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Parvimonas	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Tissierella_Soehngenia	0
202_v1	Bacteria	Firmicutes	Clostridia	Clostridiales	Tissierellaceae	ph2	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	NA	0.004292815
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Allobaculum	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Catenibacterium	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Clostridium	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	0.001581563
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Holdemania	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	PSB-M-3	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	4.51875e-4
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	cc_115	0
202_v1	Bacteria	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	p-75-a5	0
202_v1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Cetobacterium	0
202_v1	Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	0
202_v1	Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	NA	0
202_v1	Bacteria	Proteobacteria	Alphaproteobacteria	RF32	NA	NA	0
202_v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Aurantimonadaceae	NA	0
202_v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Other	0
202_v1	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	mitochondria	Other	0
202_v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	0
202_v1	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	NA	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	9.03751e-4
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Lautropia	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	NA	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	NA	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Other	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	NA	0
202_v1	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Other	0
202_v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	NA	0
202_v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Bilophila	4.51875e-4
202_v1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	0
202_v1	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	NA	NA	2.25938e-4
202_v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	0
202_v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	NA	0
202_v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Flexispira	0
202_v1	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	NA	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	unclassified	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Shewanellaceae	Shewanella	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Chromatiaceae	Rheinheimera	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Other	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	NA	0.001581563
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Morganella	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Proteus	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Serratia	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Other	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Actinobacillus	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Aggregatibacter	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0
202_v1	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA	0
202_v1	Bacteria	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	0
202_v1	Bacteria	Synergistetes	Synergistia	Synergistales	Synergistaceae	Other	0
202_v1	Bacteria	TM7	TM7-3	NA	NA	NA	0
202_v1	Bacteria	TM7	TM7-3	CW040	F16	NA	0
202_v1	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	NA	0
202_v1	Bacteria	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	0
202_v1	Bacteria	Tenericutes	Mollicutes	RF39	NA	NA	0
202_v1	Bacteria	Tenericutes	RF3	ML615J-28	NA	NA	0
202_v1	Bacteria	Verrucomicrobia	Opitutae	Cerasicoccales	Cerasicoccaceae	NA	0
202_v1	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	0.001355626
202_v1	Bacteria	Thermi	Deinococci	Thermales	Thermaceae	Meiothermu_	0
202_v2	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	0
202_v2	Archaea	Euryarchaeota	Thermoplasmata	E2	Methanomassiliicoccaceae	NA	0
202_v2	Bacteria	Acidobacteria	Chloracidobacteria	RB41	NA	NA	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	NA	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Actinomyces	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	Varibaculum	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Brevibacteriaceae	Brevibacterium	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Dermabacteraceae	Brachybacterium	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Intrasporangiaceae	NA	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Micromonosporaceae	Other	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	NA	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Other	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA	0
202_v2	Bacteria	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	0.02369413
202_v2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	NA	0.001256507
202_v2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Adlercreutzia	0.002154012
202_v2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Atopobium	0
202_v2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	0.00735954
202_v2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	1.79501e-4
202_v2	Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Slackia	0
202_v2	Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	NA	NA	0
202_v2	Bacteria	Aquificae	Aquificae	Aquificales	Aquificaceae	NA	0
202_v2	Bacteria	Bacteroidetes	NA	NA	NA	NA	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Other	Other	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	NA	NA	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	0.144677796
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	0.008077544
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	5.38503e-4
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Other	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	NA	1.79501e-4
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	AF12	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	NA	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Barnesiellaceae	NA	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	8.97505e-4
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Odoribacter	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	NA	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Paraprevotella	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	0
202_v2	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	0
202_v2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Other	0
202_v2	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	NA	0
202_v2	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	0
202_v2	Bacteria	Chloroflexi	Thermomicrobia	JG30-KF-CM45	NA	NA	0
202_v2	Bacteria	Cyanobacteria	4C0d-2	YS2	NA	NA	0
